experimento	fecha	lambda_l1	lambda_l2	min_gain_to_split	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT9310_semilla_ok	20220616 220529	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0435950567317195	0.40783089910401	61	1587	425	0.0995257918322452	10990	15890000	11
HT9310_semilla_ok	20220616 220548	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195488737935666	0.976809041877277	142	2691	68	0.105766196171597	11586	16494000	12
HT9310_semilla_ok	20220616 220604	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.279510929494863	0.163341146962193	1010	7804	147	0.143236828084202	10580	15580000	13
HT9310_semilla_ok	20220616 220620	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.134622227335931	0.109234089996608	200	7234	197	0.0994823920489227	12526	15554000	14
HT9310_semilla_ok	20220616 220659	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0272088873910252	0.901859644701472	915	6123	660	0.0941418526630111	13560	16200000	15
HT9310_semilla_ok	20220616 220718	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.226489476427087	0.491145748826966	478	677	35	0.118139309127785	9870	14250000	16
HT9310_semilla_ok	20220616 220752	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0949684256248979	0.953068156566075	104	2617	288	0.104533224644352	10216	16544000	17
HT9310_semilla_ok	20220616 220827	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0209457366732294	0.993406734189871	125	6770	498	0.12682124235362	11196	16404000	18
HT9310_semilla_ok	20220616 220842	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.271291603759696	0.998737752185371	85	4129	35	0.126608482988356	11412	16908000	19
HT9310_semilla_ok	20220616 220856	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.299431669211516	0.999891416952953	43	4778	41	0.125860266611359	11032	15848000	20
HT9310_semilla_ok	20220616 220910	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285677305514117	0.999948160341002	101	4298	71	0.115023457248287	10732	15788000	21
HT9310_semilla_ok	20220616 220933	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.047537787875638	0.998720574478167	37	5917	272	0.118550062481606	11846	16714000	22
HT9310_semilla_ok	20220616 220947	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.284877629890498	0.998603807341078	377	3304	44	0.0968856577118822	11778	16542000	23
HT9310_semilla_ok	20220616 221001	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.288658191740949	0.998515590273617	25	5363	83	0.124460576323781	11062	15938000	24
HT9310_semilla_ok	20220616 221111	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0612441381099075	0.969354339546012	684	25	309	0.000755645736632809	10916	15004000	25
HT9310_semilla_ok	20220616 221131	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.144227177940216	0.734236518382677	548	6453	99	0.128724736689176	10940	16540000	26
HT9310_semilla_ok	20220616 221146	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.115639491814561	0.718817888564453	807	5455	93	0.122046312042213	11424	15936000	27
HT9310_semilla_ok	20220616 221203	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.167974983664928	0.423446070845309	675	4565	65	0.122305847100437	11940	15780000	28
HT9310_semilla_ok	20220616 221250	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0520945394743979	0.990747633903171	791	3517	774	0.127255770548626	8948	15172000	29
HT9310_semilla_ok	20220616 221303	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.266635028472781	0.996705915655641	45	4237	43	0.144270706557769	10614	16386000	30
HT9310_semilla_ok	20220616 221319	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.245900205830764	0.265302602361399	272	6597	102	0.0986774654197026	13296	15144000	31
HT9310_semilla_ok	20220616 221334	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.202813206236511	0.951347630601563	332	4910	105	0.133236396465331	10250	16150000	32
HT9310_semilla_ok	20220616 221356	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.11671830778135	0.572736529607885	766	4872	139	0.111503804196119	11994	15966000	33
HT9310_semilla_ok	20220616 221414	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.14312179317656	0.327766494586272	830	4215	101	0.171575461598413	8570	15070000	34
HT9310_semilla_ok	20220616 221432	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.229316507515069	0.393344031555881	644	5075	101	0.163656754613284	8628	15372000	35
HT9310_semilla_ok	20220616 221512	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0852233580271248	0.404612072499818	103	4857	565	0.116298703159727	10450	16430000	36
HT9310_semilla_ok	20220616 221532	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.101786395952236	0.112609258927475	372	1016	169	0.156157894712012	8218	14942000	37
HT9310_semilla_ok	20220616 221548	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.194096978604291	0.427681592786498	50	5014	53	0.147398314001588	10336	15944000	38
HT9310_semilla_ok	20220616 221613	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.144765652346825	0.554259937580652	711	7180	230	0.0999006328593969	12760	15680000	39
HT9310_semilla_ok	20220616 221631	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.123560282147592	0.37796487140283	539	3885	88	0.139981223366739	9686	15274000	40
HT9310_semilla_ok	20220616 221646	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.247447407535342	0.319760480330302	122	2048	28	0.150800344428379	9716	15244000	41
HT9310_semilla_ok	20220616 221705	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.112762993759643	0.727070892823022	121	3694	180	0.100294215894908	11806	16514000	42
HT9310_semilla_ok	20220616 221724	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.151031336084586	0.803841766718193	964	1741	107	0.126925743062565	9264	14736000	43
HT9310_semilla_ok	20220616 221756	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0514765718527511	0.914142998647527	37	3074	404	0.106151395929777	10698	16542000	44
HT9310_semilla_ok	20220616 221811	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.221543555876734	0.402970562975947	816	5462	58	0.106485413263797	12396	15564000	45
HT9310_semilla_ok	20220616 221849	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0709221495549567	0.707065885409084	246	2406	524	0.0825482343622	11094	15786000	46
HT9310_semilla_ok	20220616 221916	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.274391369260224	0.398507780198264	404	3540	268	0.0838564119433512	10742	13738000	47
HT9310_semilla_ok	20220616 221930	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.271191178806206	0.997998151241745	181	4232	66	0.147900660260947	9658	14822000	48
HT9310_semilla_ok	20220616 221951	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0864941958663147	0.639422746171732	127	4637	228	0.132613665904109	10570	16070000	49
HT9310_semilla_ok	20220616 222015	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0765623064669408	0.154521770766121	468	7024	360	0.116805837794385	11222	16258000	50
HT9310_semilla_ok	20220616 222029	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.22020720995998	0.216171464156941	640	5782	58	0.136052376872585	10892	15268000	51
HT9310_semilla_ok	20220616 222045	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.151169621685771	0.355708580444171	129	5043	65	0.117286929943006	11658	15942000	52
HT9310_semilla_ok	20220616 222107	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.239520637113005	0.445122697189893	866	6976	199	0.091910368960802	13354	15206000	53
HT9310_semilla_ok	20220616 222124	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.165074253602652	0.376586052501737	451	3071	71	0.128251795860285	10828	16292000	54
HT9310_semilla_ok	20220616 222148	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.130286693108939	0.563124464816041	375	3860	70	0.1141467945052	12006	16194000	55
HT9310_semilla_ok	20220616 222207	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.150164005432688	0.164488068650709	726	4806	194	0.117525891369852	11174	16546000	56
HT9310_semilla_ok	20220616 222304	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.041651106766006	0.513292195390165	994	4816	790	0.124463125235773	10402	16238000	57
HT9310_semilla_ok	20220616 222324	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.121193122127065	0.995964059002022	850	1250	76	0.0997260749717718	11708	16372000	58
HT9310_semilla_ok	20220616 222358	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0435413599021453	0.544028218840365	635	728	167	0.117836752694776	10468	16292000	59
HT9310_semilla_ok	20220616 222420	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.16346033193008	0.497974649444339	819	7007	177	0.120131381120443	11002	15518000	60
HT9310_semilla_ok	20220616 222447	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.274085892840987	0.396578101772489	381	853	195	0.0196919797111207	11076	14724000	61
HT9310_semilla_ok	20220616 222506	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.118682450470524	0.421873312736605	859	3775	91	0.11578296783436	11564	16516000	62
HT9310_semilla_ok	20220616 222524	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.279151085374113	0.532507430415251	759	7922	95	0.0968523801670345	13142	15658000	63
HT9310_semilla_ok	20220616 222542	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.191353421453889	0.482023982235603	168	167	17	0.157094163739637	8820	12300000	64
HT9310_semilla_ok	20220616 222556	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.291948798098573	0.856334283117973	517	3765	45	0.102281239186607	12132	15708000	65
HT9310_semilla_ok	20220616 222624	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.203214428332141	0.130008793261764	833	382	267	0.00565884072116767	11232	14808000	66
HT9310_semilla_ok	20220616 222644	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.219357670303378	0.202459480938455	590	1013	145	0.0578041729822882	11770	14990000	67
HT9310_semilla_ok	20220616 222705	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0548980646671448	0.948382064583665	261	2473	136	0.118764723024187	10994	16246000	68
HT9310_semilla_ok	20220616 222726	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.170783948527742	0.271732241935167	1019	334	51	0.114225585089107	9862	15098000	69
HT9310_semilla_ok	20220616 222744	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.292613290641289	0.469711741302046	860	6886	104	0.114838134372033	11284	15956000	70
HT9310_semilla_ok	20220616 222848	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0392953806549031	0.451976334698149	743	683	621	0.0414524120080139	11406	16074000	71
HT9310_semilla_ok	20220616 222904	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.160774180514626	0.22254505741389	672	2376	88	0.122776590639926	10712	15808000	72
HT9310_semilla_ok	20220616 222939	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.281904125920376	0.784900363077223	275	392	223	0.0014044882837198	8632	14168000	73
HT9310_semilla_ok	20220616 223023	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0965804077066388	0.885492029009969	665	552	333	0.0283980788293952	8924	14236000	74
HT9310_semilla_ok	20220616 223045	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0854556840624474	0.920547404272342	828	4018	229	0.107022761927034	11654	15946000	75
HT9310_semilla_ok	20220616 223107	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0988618607252184	0.863257575254748	707	2493	175	0.109165020665356	10578	15942000	76
HT9310_semilla_ok	20220616 223128	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0563972407245636	0.165217367060971	903	4745	217	0.11833132425496	11716	16484000	77
HT9310_semilla_ok	20220616 223143	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195172905810531	0.218210928347707	422	4609	81	0.126093085769067	10768	15872000	78
HT9310_semilla_ok	20220616 223212	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.176532060448779	0.799812874208856	717	386	29	0.111587350641963	10714	15806000	79
HT9310_semilla_ok	20220616 223236	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0837711371257529	0.982837307361607	834	3810	261	0.0890789547509223	12446	16354000	80
HT9310_semilla_ok	20220616 223254	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0916240876915958	0.175879165340634	451	452	47	0.11555041461331	11736	15864000	81
HT9310_semilla_ok	20220616 223310	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.285346062048273	0.33169325672877	91	4081	56	0.119883358446006	11270	15250000	82
HT9310_semilla_ok	20220616 223341	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0260621764220484	0.901632195077906	952	6155	420	0.110260989076015	12332	16708000	83
HT9310_semilla_ok	20220616 223421	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.170972142756134	0.792488310616324	603	190	127	0.00809262832125184	10824	15216000	84
HT9310_semilla_ok	20220616 223436	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.252623351291139	0.642167845299724	534	7834	118	0.107153537008685	12446	15394000	85
HT9310_semilla_ok	20220616 223452	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.15313175343236	0.730735204925574	332	4538	112	0.102534727568772	11636	15604000	86
HT9310_semilla_ok	20220616 223524	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.197708712812616	0.77025847955551	898	471	160	0.0149777990917612	10746	15054000	87
HT9310_semilla_ok	20220616 223540	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.156394692157311	0.926589186676079	455	3531	92	0.110698091138523	11150	16330000	88
HT9310_semilla_ok	20220616 223608	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0670985019459669	0.853748968570563	854	4324	378	0.0942049957628381	12496	16304000	89
HT9310_semilla_ok	20220616 223624	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.22278092184226	0.341383242442389	354	3954	46	0.138971029108532	10098	15822000	90
HT9310_semilla_ok	20220616 223645	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.216594672386032	0.517671355470899	43	6978	159	0.135743343828318	9638	14842000	91
HT9310_semilla_ok	20220616 223701	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.237051826880742	0.138259828108992	947	2199	105	0.137437409561935	8842	14558000	92
HT9310_semilla_ok	20220616 223721	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.122949501124294	0.187329562072479	538	1598	169	0.105251837905302	10612	15788000	93
HT9310_semilla_ok	20220616 223747	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.10866513983475	0.858515521227312	252	5902	397	0.0978436224088465	11844	16236000	94
HT9310_semilla_ok	20220616 223823	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.248975494035724	0.486229236009857	957	278	184	0.00207815229886103	9656	14584000	95
HT9310_semilla_ok	20220616 223839	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.201119534726525	0.333622198364511	589	7999	72	0.142608444641681	10702	16058000	96
HT9310_semilla_ok	20220616 223857	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.229155550490813	0.518765215917537	643	4272	76	0.113698035960286	11682	16878000	97
HT9310_semilla_ok	20220616 223920	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0860781571776047	0.321540998298954	191	2317	186	0.104140258622519	11042	15358000	98
HT9310_semilla_ok	20220616 223943	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.148604864935856	0.562467300868337	284	6841	181	0.124224639082277	10992	16248000	99
HT9310_semilla_ok	20220616 224018	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.109701075621936	0.291893347817403	194	4359	489	0.139458147704649	8984	15256000	100
HT9310_semilla_ok	20220616 224040	0	0	0	1	1	1	-1	31	999983	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.117668459789092	0.876139235755522	696	6314	295	0.10071161141389	12050	15550000	101
